# Tetrahedron method
       -5.8504650350        0.0000000000
       -5.5008612401        0.0000000000
       -5.1512574451        0.0000000000
       -4.8016536502        0.0000000000
       -4.4520498553        0.0000000000
       -4.1024460603        0.0000000000
       -3.7528422654        0.0000000000
       -3.4032384704        0.0000000000
       -3.0536346755        0.0000000000
       -2.7040308806        0.0000000000
       -2.3544270856        0.0000000000
       -2.0048232907        0.0000000000
       -1.6552194957        0.0000000000
       -1.3056157008        0.0000000000
       -0.9560119059        0.0000000000
       -0.6064081109        0.0000000000
       -0.2568043160        0.0000000000
        0.0927994790        0.5571447339
        0.4424032739        0.6564612019
        0.7920070689        0.6309901731
        1.1416108638        0.6132976386
        1.4912146587        0.5952155976
        1.8408184537        0.5761417294
        2.1904222486        0.5565727283
        2.5400260436        0.5371596686
        2.8896298385        0.5184771509
        3.2392336334        0.5184771531
        3.5888374284        0.5009646981
        3.9384412233        0.4835651342
        4.2880450183        0.4691949065
        4.6376488132        0.4566001072
        4.9872526081        0.4566001072
        5.3368564031        0.4458313440
        5.6864601980        0.4369044186
        6.0360639930        0.4298183815
        6.3856677879        0.4298183815
        6.7352715828        0.4245694993
        7.0848753778        0.4211620976
        7.4344791727        0.4214120086
        7.7840829677        0.4198672384
        8.1336867626        0.4211894823
        8.4832905575        0.4211894894
        8.8328943525        0.4235497395
        9.1824981474        0.4270344720
        9.5321019424        0.4337621676
        9.8817057373        0.4337621676
       10.2313095322        0.4429971193
       10.5809133272        0.4550559125
       10.9305171221        0.4550559125
       11.2801209171        0.4707498492
       11.6297247120        0.4898806447
       11.9793285070        0.5136101526
       12.3289323019        0.5430041386
       12.6785360968        0.5795533117
       13.0281398918        0.6253946756
       13.3777436867        0.6836894700
       13.7273474817        0.7593038374
       14.0769512766        0.8601182910
       14.4265550715        1.3064180329
       14.7761588665        2.9606947024
       15.1257626614        0.0287187478
       15.4753664564        0.0287187478
       15.8249702513        0.0287187478
       16.1745740462        0.0287187478
       16.5241778412        0.0287187478
       16.8737816361        0.0287187478
       17.2233854311        0.0287187478
       17.5729892260        0.0287187478
       17.9225930209        0.0287187478
       18.2721968159        0.0291785901
       18.6218006108        0.0291785901
       18.9714044058        0.0291785901
       19.3210082007        0.0291785901
       19.6706119956        0.0291785901
       20.0202157906        0.0291785901
       20.3698195855        0.0291785901
       20.7194233805        0.0291785901
       21.0690271754        0.0291785901
       21.4186309703        0.0291785901
       21.7682347653        0.0300135443
       22.1178385602        0.0300135443
       22.4674423552        0.0300135443
